1.0,1.0,1000000.0,0.7886307,1.0000001
1.0,1.0,1000000.0,0.85374165,1.0005223
1.0,1.0,1000000.0,1.0872624,1.0005418
1.0,1.0,1000000.0,1.0413713,1.0009497
1.0,1.0,1000000.0,1.2324777,1.0061116
1.0,1.0,1000000.0,1.3259959,1.0050356
1.0,1.0,1000000.0,1.3703618,1.0061206
1.0,1.0,1000000.0,1.2651024,1.0059544
1.0,1.0,1000000.0,1.5772221,1.0075454
1.0,1.0,1000000.0,1.7448497,1.0070674
1.0,1.0,1000000.0,1.8513157,1.0128632
1.0,1.0,1000000.0,1.9557295,1.0139614
1.0,1.0,1000000.0,2.1586103,1.0168259
1.0,1.0,1000000.0,2.252482,1.0171354
1.0,1.0,1000000.0,2.3744106,1.0176655
1.0,1.0,1000000.0,2.1314752,1.0187742
1.0,1.0,1000000.0,2.6203537,1.020006
1.0,1.0,1000000.0,2.7026281,1.0226613
1.0,1.0,1000000.0,2.9485416,1.0251739
1.0,1.0,1000000.0,3.0119863,1.026628
1.0,1.0,1000000.0,3.2906997,1.0295966
1.0,1.0,1000000.0,3.6525176,1.0316776
1.0,1.0,1000000.0,3.7818103,1.0322877
1.0,1.0,1000000.0,3.6214306,1.0339583
1.0,1.0,1000000.0,3.8864498,1.0383948
1.0,1.0,1000000.0,4.0813847,1.0379888
1.0,1.0,1000000.0,4.4379554,1.042212
1.0,1.0,1000000.0,4.691704,1.0451475
1.0,1.0,1000000.0,4.954571,1.0466515
1.0,1.0,1000000.0,5.13307,1.0483881
1.0,1.0,1000000.0,5.4993725,1.0510753
1.0,1.0,1000000.0,5.276066,1.0548778
1.0,1.0,1000000.0,6.1220417,1.055753
1.0,1.0,1000000.0,6.4558086,1.0572629
1.0,1.0,1000000.0,7.022432,1.0585176
1.0,1.0,1000000.0,6.9284663,1.0568905
1.0,1.0,1000000.0,7.4776373,1.0609682
1.0,1.0,1000000.0,7.983765,1.062969
1.0,1.0,1000000.0,7.883711,1.0633422
1.0,1.0,1000000.0,7.637856,1.0676732
1.0,1.0,1000000.0,8.319197,1.0682781
1.0,1.0,1000000.0,9.112413,1.0741072
1.0,1.0,1000000.0,12.851067,1.0741562
1.0,1.0,1000000.0,14.230853,1.0756956
1.0,1.0,1000000.0,14.551147,1.0800298
1.0,1.0,1000000.0,14.931133,1.0807143
1.0,1.0,1000000.0,15.191184,1.0823741
1.0,1.0,1000000.0,13.132105,1.0843798
1.0,1.0,1000000.0,14.739058,1.0886883
1.0,1.0,1000000.0,15.231857,1.0881633
1.0,1.0,1000000.0,16.437157,1.091531
1.0,1.0,1000000.0,17.239521,1.0966138
1.0,1.0,1000000.0,17.84858,1.1002376
1.0,1.0,1000000.0,18.531446,1.1004595
1.0,1.0,1000000.0,19.174557,1.0997995
1.0,1.0,1000000.0,18.656881,1.1032387
1.0,1.0,1000000.0,20.176092,1.1076949
1.0,1.0,1000000.0,20.319609,1.1093715
1.0,1.0,1000000.0,20.973278,1.1088803
1.0,1.0,1000000.0,21.358574,1.1123703
1.0,1.0,1000000.0,23.082031,1.1148322
1.0,1.0,1000000.0,22.330729,1.1199751
1.0,1.0,1000000.0,23.592562,1.1240853
1.0,1.0,1000000.0,21.666039,1.1259426
1.0,1.0,1000000.0,23.074461,1.1307734
1.0,1.0,1000000.0,23.84467,1.1379557
1.0,1.0,1000000.0,24.36416,1.1372138
1.0,1.0,1000000.0,24.743887,1.1403822
1.0,1.0,1000000.0,25.524027,1.1425442
1.0,1.0,1000000.0,26.541216,1.1439911
1.0,1.0,1000000.0,26.788702,1.1476828
1.0,1.0,1000000.0,26.922583,1.1537957
1.0,1.0,1000000.0,28.036533,1.1551063
1.0,1.0,1000000.0,28.138643,1.1541772
1.0,1.0,1000000.0,28.946793,1.1574602
1.0,1.0,1000000.0,29.53123,1.1606462
1.0,1.0,1000000.0,31.041492,1.1631736
1.0,1.0,1000000.0,31.235952,1.173317
1.0,1.0,1000000.0,31.771269,1.1729475
1.0,1.0,1000000.0,31.151571,1.1782954
1.0,1.0,1000000.0,32.780113,1.1788881
1.0,1.0,1000000.0,31.651155,1.1829321
1.0,1.0,1000000.0,32.550743,1.1873066
1.0,1.0,1000000.0,33.072266,1.1893595
1.0,1.0,1000000.0,34.648922,1.1923364
1.0,1.0,1000000.0,35.409073,1.1953005
1.0,1.0,1000000.0,35.56061,1.1942502
1.0,1.0,1000000.0,35.516644,1.1966679
1.0,1.0,1000000.0,37.16494,1.206383
1.0,1.0,1000000.0,36.269135,1.2050009
1.0,1.0,1000000.0,38.725613,1.2050188
1.0,1.0,1000000.0,39.20487,1.2171872
1.0,1.0,1000000.0,40.669426,1.2202979
1.0,1.0,1000000.0,41.707176,1.2249569
1.0,1.0,1000000.0,42.76394,1.2253629
1.0,1.0,1000000.0,41.38582,1.2280059
1.0,1.0,1000000.0,42.155716,1.2316064
1.0,1.0,1000000.0,44.0897,1.232243
1.0,1.0,1000000.0,45.69448,1.2391361
1.0,1.0,1000000.0,47.445274,1.2502509
