20001.0,1.0513256
40001.0,1.0105227
60001.0,1.0052612
80001.0,1.0036753
100001.0,1.0027542
120001.0,1.0024545
140001.0,1.0018952
160001.0,1.0015457
180001.0,1.0013342
200001.0,1.0012302
220001.0,1.0010849
240001.0,1.0009109
260001.0,1.0007809
280001.0,1.0006946
300001.0,1.0006299
320001.0,1.0006081
340001.0,1.0006052
360001.0,1.0006149
380001.0,1.0005307
400001.0,1.0004973
420001.0,1.0004398
440001.0,1.0004091
460001.0,1.000393
480001.0,1.0003787
500001.0,1.0003607
520001.0,1.0003558
540001.0,1.0003064
560001.0,1.0002749
580001.0,1.0002704
600001.0,1.00026
620001.0,1.0002519
640001.0,1.0002339
660001.0,1.000226
680001.0,1.0002286
700001.0,1.0002363
720001.0,1.0002257
740001.0,1.0002266
760001.0,1.0002205
780001.0,1.0002043
800001.0,1.0002154
820001.0,1.0002126
840001.0,1.0002041
860001.0,1.0002053
880001.0,1.0001968
900001.0,1.0001956
920001.0,1.0002003
940001.0,1.0001991
960001.0,1.0001982
980001.0,1.0002029
1000001.0,1.000194
1020001.0,1.0001879
1040001.0,1.0001909
1060001.0,1.0001894
1080001.0,1.000177
1100001.0,1.0001807
1120001.0,1.00018
1140001.0,1.0001706
1160001.0,1.000162
1180001.0,1.0001612
1200001.0,1.0001544
1220001.0,1.0001535
1240001.0,1.0001457
1260001.0,1.0001469
1280001.0,1.0001446
1300001.0,1.0001347
1320001.0,1.000121
1340001.0,1.000115
1360001.0,1.0001209
1380001.0,1.0001131
1400001.0,1.000116
1420001.0,1.0001186
1440001.0,1.0001109
1460001.0,1.0001148
1480001.0,1.0001112
1500001.0,1.0001076
1520001.0,1.0001079
1540001.0,1.0001067
1560001.0,1.0001013
1580001.0,1.0000997
1600001.0,1.0000957
1620001.0,1.0001035
1640001.0,1.0000973
1660001.0,1.0000918
1680001.0,1.0000893
1700001.0,1.0000894
1720001.0,1.0000858
1740001.0,1.0000857
1760001.0,1.000084
1780001.0,1.0000905
1800001.0,1.0000926
1820001.0,1.000094
1840001.0,1.00009
1860001.0,1.000089
1880001.0,1.0000875
1900001.0,1.0000871
1920001.0,1.0000825
1940001.0,1.0000819
1960001.0,1.0000818
1980001.0,1.0000824
2000001.0,1.0000788
