10001.0,75.87282
20001.0,75.41048
30001.0,74.25574
40001.0,77.96075
50001.0,76.06829
60001.0,76.149216
70001.0,77.069145
80001.0,75.26801
90001.0,75.753235
100001.0,71.15776
110001.0,69.80803
120001.0,64.017555
130001.0,56.0796
140001.0,53.3727
150001.0,50.702892
160001.0,44.080864
170001.0,42.527534
180001.0,32.721687
190001.0,22.93115
200001.0,16.331097
210001.0,10.843323
220001.0,9.311165
230001.0,8.499618
240001.0,8.397128
250001.0,7.9760685
260001.0,3.898252
270001.0,3.5783942
280001.0,3.1737616
290001.0,2.5211554
300001.0,2.239018
310001.0,2.0749469
320001.0,1.9756405
330001.0,1.9390613
340001.0,1.78346
350001.0,1.7036214
360001.0,1.6161945
370001.0,1.6051241
380001.0,1.5837717
390001.0,1.5548587
400001.0,1.5216646
410001.0,1.5083299
420001.0,1.4843588
430001.0,1.4528489
440001.0,1.433952
450001.0,1.4212776
460001.0,1.412628
470001.0,1.4009734
480001.0,1.3906682
490001.0,1.3825098
500001.0,1.3784868
510001.0,1.3720114
520001.0,1.3649712
530001.0,1.3595852
540001.0,1.3552586
550001.0,1.3534588
560001.0,1.3417594
570001.0,1.3384544
580001.0,1.3313842
590001.0,1.3223438
600001.0,1.3193325
610001.0,1.3154275
620001.0,1.3091229
630001.0,1.3077611
640001.0,1.3067777
650001.0,1.30415
660001.0,1.301831
670001.0,1.2989101
680001.0,1.2980675
690001.0,1.2968034
700001.0,1.2947106
710001.0,1.2933953
720001.0,1.290438
730001.0,1.2878879
740001.0,1.2866939
750001.0,1.2853107
760001.0,1.2837334
770001.0,1.2828884
780001.0,1.2807082
790001.0,1.2799066
800001.0,1.2762741
810001.0,1.2752146
820001.0,1.27363
830001.0,1.2716472
840001.0,1.2698469
850001.0,1.2684966
860001.0,1.26694
870001.0,1.2655709
880001.0,1.2653561
890001.0,1.264092
900001.0,1.2623631
910001.0,1.2618339
920001.0,1.2609693
930001.0,1.2596259
940001.0,1.2590233
950001.0,1.2582343
960001.0,1.2569726
970001.0,1.2558489
980001.0,1.2545661
990001.0,1.2538776
1000001.0,1.2529777
